patent_id,year,title,abstract,status,is_genuine_ai,false_positive_reason,ai_technique,application_domain,data_modality,innovation_orientation,core_ai_task,contribution_type,training_paradigm,is_llm_related,confidence,reasoning,v4_is_genuine_ai,v4_ai_technique,v4_innovation_orientation,raw_response
139-392-745-925-347,2014.0,Image display method of stereo display apparatus,"An image display method of a stereo display apparatus is provided. The image display method includes the following steps. A stereo display apparatus is provided, wherein the stereo display apparatus provides N view zones for a viewer and includes a periodic structure and a pixel plane. N view zones ...",success,False,The patent describes a method for displaying images in a stereo display apparatus without involving AI/ML techniques.,,,,,,,,False,high,"The innovation does not involve AI or machine learning methods, focusing instead on image display technology.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for displaying images in a stereo display apparatus without involving AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI or machine learning methods, focusing instead on image display technology."" 
}"
114-301-016-710-502,2014.0,Object Segmentation at a Self-Checkout,"Techniques for segmenting an object are provided. The techniques include capturing an image of an object, dividing the image into one or more blocks, computing a confidence value for each of the one or more blocks, and eliminating one or more blocks from consideration based on the confidence value f...",success,False,The patent describes a technique for image processing without a learning component.,,,,,,,,False,high,The innovation does not involve AI/ML methods but rather traditional image processing techniques.,True,computer_vision_cnn,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a technique for image processing without a learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI/ML methods but rather traditional image processing techniques.""
}"
084-055-544-609-494,2014.0,Quantifying Magnetic Resonance Parameters,"Example apparatus and methods provide improved spatial and temporal resolution over conventional magnetic resonance imaging (MRI) for a large (e.g., 500 cm3) three dimensional (3D) volume. Example apparatus and methods reconstruct under-sampled 3D data associated with nuclear magnetic resonance (NMR...",success,False,The patent focuses on improving MRI techniques and data reconstruction methods without involving AI/ML methods.,,,,,,,,False,high,The invention does not involve AI techniques but rather focuses on traditional imaging methods.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on improving MRI techniques and data reconstruction methods without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not involve AI techniques but rather focuses on traditional imaging methods."" 
}"
137-603-282-776-086,2014.0,Method and apparatus for social network communication over a media network,"A system that transmits a request to initiate a communication session with a member device of a social network may include, for example, activating a speech capture element, maintaining activation of the speech capture element in accordance with a pattern of prior speech messages, detecting a speech...",success,False,The patent describes a communication system that uses speech capture but does not involve a learning component or AI/ML methods.,,,,,,,,False,high,The invention primarily focuses on communication technology rather than AI techniques.,True,speech_audio,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a communication system that uses speech capture but does not involve a learning component or AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention primarily focuses on communication technology rather than AI techniques.""
}"
000-845-415-433-313,2014.0,ORDER GRID HIGHLIGHTING,"Systems, methods and user interfaces are provided for order matrix management and highlighting. Market data may be arranged in a matrix where the market data may be highlighted and/or otherwise presented to provide further information to a user. In some cases a computer system may include a computer...",success,False,The patent focuses on order matrix management and user interfaces without a core AI/ML learning component.,,finance_business,,,,,,False,high,The invention does not involve AI techniques but rather focuses on data presentation and user interface design in a financial context.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on order matrix management and user interfaces without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""finance_business"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not involve AI techniques but rather focuses on data presentation and user interface design in a financial context.""
}"
150-014-783-120-590,2014.0,IMMEDIATE COMMUNICATION BETWEEN NEIGHBORING USERS SURROUNDING A SPECIFIC GEOGRAPHIC LOCATION,"A system and methods for providing users with timely information including a geographic location, a description and information related to the marketing of goods associated with the news story are disclosed. A contact database is searched to select users whose geographic locations indicate a proximi...",success,False,The patent describes a communication system that does not involve AI/ML methods as a core component.,,,,,,,,False,high,The invention focuses on a communication system rather than an AI-driven solution.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a communication system that does not involve AI/ML methods as a core component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on a communication system rather than an AI-driven solution.""
}"
077-292-952-458-109,2014.0,METHOD OF ANALYZING A MEDICAL IMAGE,"A method of analyzing a medical image, where the medical image comprises one or more than one region of interest, and where the method comprises a) providing the medical image comprising a set of actual image values; b) rescaling the actual image values to produce corresponding rescaled image values...",success,False,The patent describes a method for analyzing medical images without involving AI/ML techniques.,,healthcare_medical,image_video,,,,,False,high,The method focuses on image processing techniques rather than AI-driven analysis.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for analyzing medical images without involving AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": ""healthcare_medical"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The method focuses on image processing techniques rather than AI-driven analysis.""
}"
054-652-944-277-895,2015.0,"METHOD, SYSTEM AND COMPUTER PROGRAM FOR VALIDATING A FACIAL IMAGE-BEARING IDENTITY DOCUMENT","A method, system and computer program product for validating a facial image-bearing identity document from the face pictured thereon, in which an image of a presented facial image-bearing identity document is compared with images of the faces of persons previously linked with the handling of an ille...",success,False,"The patent describes a method for validating identity documents using image comparison, which does not involve a learning component.",,security_privacy,image_video,,,,,False,high,"The innovation does not introduce a new AI technique or learning method, but rather applies existing image comparison methods for a specific security application.",False,not_applicable,,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for validating identity documents using image comparison, which does not involve a learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""security_privacy"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not introduce a new AI technique or learning method, but rather applies existing image comparison methods for a specific security application.""
}"
096-011-171-104-039,2015.0,ELECTRONIC APPARATUS AND ADJUSTMENT METHOD THEREOF,"Electronic apparatuses and adjustment methods thereof are provided. The electronic apparatus includes an input interface and a processor. The input interface is configured to receive a reference frame, wherein the reference frame corresponds to a plurality of luminance values. The processor is elect...",success,False,The patent describes an electronic apparatus and adjustment method that does not involve AI/ML techniques.,,,,,,,,False,high,The invention focuses on electronic adjustment methods rather than AI-driven techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes an electronic apparatus and adjustment method that does not involve AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on electronic adjustment methods rather than AI-driven techniques.""
}"
030-137-453-290-65X,2015.0,Cryptographic support instructions,A data processing system 2 includes a single instruction multiple data register file 12 and single instruction multiple processing circuitry 14. The single instruction multiple data processing circuitry 14 supports execution of cryptographic processing instructions for performing parts of a hash alg...,success,False,The patent focuses on cryptographic processing instructions and hardware architecture without involving AI/ML methods.,,,,,,,,False,high,The invention is centered around cryptographic processing rather than AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on cryptographic processing instructions and hardware architecture without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention is centered around cryptographic processing rather than AI techniques.""
}"
054-598-640-771-312,2015.0,METHOD AND SYSTEM FOR ROUTING MESSAGES AND CONNECTING USERS ASSOCIATED WITH LIVE-CONNECTED CONTENT,"According to one embodiment, a first request of a first user is received for communicating with an agent concerning a content item of a media presentation presented to the first user. In response, agents associated with the content identifier are identified. Status of the identified agents is determ...",success,False,The patent describes a messaging and user connection system without a core AI/ML component.,,,,,,,,False,high,"The invention focuses on routing messages and connecting users, which does not involve AI techniques.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a messaging and user connection system without a core AI/ML component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on routing messages and connecting users, which does not involve AI techniques.""
}"
006-416-570-854-460,2015.0,METHOD AND DEVICE FOR THE RECORDING OF BODY MOVEMENTS,"The invention relates to a method for recording the position, location or movement of a body part of a patient and a device for recording the position, location or movement of a body part or a medical instrument. According to the invention, a graphic marker is connected with the body part or the ins...",success,False,The invention primarily involves image processing and measurement techniques without a core AI/ML learning component.,,healthcare_medical,image_video,,,,,False,high,The patent focuses on a method for recording body movements using image processing rather than AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention primarily involves image processing and measurement techniques without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""healthcare_medical"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent focuses on a method for recording body movements using image processing rather than AI techniques.""
}"
065-012-826-733-777,2015.0,METHOD OF THREE-DIMENSIONAL MEASUREMENTS BY STEREO-CORRELATION USING A PARAMETRIC REPRESENTATION OF THE MEASURED OBJECT,"In the field of methods of three-dimensional measurement of an object by stereo-correlation, methods require at least two cameras connected to image processing means. These methods include at least a first step of calibration of the two image planes and a second step of spatial matching between thes...",success,False,"The patent describes a method for three-dimensional measurement using stereo-correlation and image processing, which does not involve AI/ML techniques.",,,,,,,,False,high,"The innovation does not involve AI methods, focusing instead on traditional image processing techniques.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for three-dimensional measurement using stereo-correlation and image processing, which does not involve AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI methods, focusing instead on traditional image processing techniques."" 
}"
054-998-200-105-626,2015.0,Rule based apparatus for modifying word annotations,"A rule based apparatus and method for modifying word annotations in an annotated text base, the apparatus comprising: an index creator component for creating an index of word annotations; an annotations modifying component for modifying word annotations; and a retriggering component, responsive to s...",success,False,The invention involves a rule-based system for modifying annotations without a learning component.,,,,,,,,False,high,"The patent does not involve AI/ML methods, focusing instead on rule-based processing.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention involves a rule-based system for modifying annotations without a learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent does not involve AI/ML methods, focusing instead on rule-based processing.""
}"
191-842-214-074-820,2016.0,SECURE COMPUTER EVALUATION OF K-NEAREST NEIGHBOR MODELS,"A user device and one or more server computers securely evaluate a k-nearest neighbor model, with reasonable computation speed and bandwidth utilization, using a combination of techniques. The user device encrypts input vectors using a client's public key to keep client information private. The serv...",success,False,The patent describes a secure evaluation method for a k-nearest neighbor model without introducing novel AI techniques or learning components.,,,,,,,,False,high,The invention focuses on secure computation methods rather than advancing AI techniques.,True,classical_ml,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a secure evaluation method for a k-nearest neighbor model without introducing novel AI techniques or learning components."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on secure computation methods rather than advancing AI techniques.""
}"
094-879-158-645-715,2016.0,Dot Counting Service,"A dot counting service may mark and count each shape it identifies in an image, allowing a user to select other candidate shapes or remove shapes identified in error. A dot counting service may display a running count of identified shapes, or may count them after they have all been identified.",success,False,The patent describes a service for counting shapes in images without a core AI/ML learning component.,,,,,,,,False,low,"The innovation does not involve a novel AI technique or learning method, focusing instead on image processing.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a service for counting shapes in images without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""low"",
  ""reasoning"": ""The innovation does not involve a novel AI technique or learning method, focusing instead on image processing."" 
}"
085-480-153-580-157,2016.0,IMPLICIT SOCIAL GRAPH CONNECTIONS,Several embodiments include a social network system that generates an implicit social graph connection between a first social network object and a second social network object. The implicit social graph connection can be generated based on a shared profile attribute between the social network object...,success,False,The patent describes a social network system that generates connections based on user interactions and attributes without involving AI/ML methods.,,social_media,,,,,,False,high,The invention does not involve AI techniques but rather focuses on social graph connections in a social network context.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a social network system that generates connections based on user interactions and attributes without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": ""social_media"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not involve AI techniques but rather focuses on social graph connections in a social network context.""
}"
165-665-951-829-560,2016.0,VASCULATURE MODELING,"The present invention relates to modeling of vascular structures, and in particular to extracting a vessel tree from medical-images of vascular anatomy. A respective method comprises among others the steps of providing an image of at least one vessel, obtaining multiple measurements from the image f...",success,False,The invention focuses on modeling vascular structures from medical images without a core AI/ML learning component.,,healthcare_medical,image_video,,,,,False,high,"The patent does not involve AI/ML methods as a core component, focusing instead on image processing techniques.",True,neural_network_general,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention focuses on modeling vascular structures from medical images without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""healthcare_medical"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent does not involve AI/ML methods as a core component, focusing instead on image processing techniques."" 
}"
154-221-773-338-745,2016.0,Speech dialogue control method,"A cloud server extracts voiceprint data from voice data of a user, and distinguishes the user. The cloud server identifies a task which the user instructs, from the voice data of the user. If contexts required to execute the task have not been amassed, the cloud server registers the distinguished us...",success,True,,speech_audio,productivity_enterprise,audio_speech,applied,decision_support,application_implementation,not_specified,False,high,"The invention applies AI techniques to enhance user interaction in a specific productivity context, making it domain-specific.",True,speech_audio,applied,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""speech_audio"",
  ""application_domain"": ""productivity_enterprise"",
  ""data_modality"": ""audio_speech"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""decision_support"",
  ""contribution_type"": ""application_implementation"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention applies AI techniques to enhance user interaction in a specific productivity context, making it domain-specific.""
}"
029-371-980-107-335,2016.0,Expense report system with receipt image processing,"A system and method for processing receipt image data is disclosed. The system includes an image capture device and an image splitting module. In one embodiment, the image capture device is augmented to capture in a single scan four images arranged in a 2×2 grid pattern, nine images arranged in a 3×...",success,False,The patent focuses on image processing for receipt management without involving AI/ML methods.,,,,,,,,False,high,The innovation does not involve AI techniques but rather focuses on image processing methods.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on image processing for receipt management without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques but rather focuses on image processing methods.""
}"
062-767-612-372-546,2016.0,Motion estimation with variable spatial resolution,A motion estimator has a spatial sub-sampler to receive input images; at least one motion estimator determining motion vectors between input images and sub-sampled motion vectors between sub-sampled images; an up-sampler for up-sampling the sub-sampled motion vectors; and a selector for providing a ...,success,False,The patent focuses on motion estimation techniques without involving AI/ML methods.,,,,,,,,False,high,"The innovation does not involve AI techniques, focusing instead on traditional motion estimation methods.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on motion estimation techniques without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques, focusing instead on traditional motion estimation methods.""
}"
079-275-841-833-39X,2017.0,APPARATUS AND METHOD TO DISPLAY MOVED IMAGE DATA PROCESSED VIA A SERVER AT A PREDICTED POSITION ON A SCREEN,"An apparatus causes a server to execute an application program, and stores, in time series, position-information, obtained by an operation to an input device of the apparatus, on a figure representing a target of the operation on a screen shared between the server and the apparatus. Upon determining...",success,False,The patent describes a method for displaying image data based on position information and does not involve AI/ML methods.,,,,,,,,False,high,The invention focuses on a method for processing and displaying image data rather than employing AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for displaying image data based on position information and does not involve AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on a method for processing and displaying image data rather than employing AI techniques.""
}"
082-282-902-624-473,2017.0,Low power integrated analog mathematical engine,"A method for creating on chip analog mathematical engines is provided utilizing a neural network with a switched capacitor structure to implement coefficients for weighted connections and error functions for the neural network. The neural networks are capable of any transfer function, learning, doin...",success,True,,neural_network_general,industrial_manufacturing,sensor_tabular,fundamental,optimization_planning,architectural,not_specified,False,high,"The patent describes a new method for implementing neural networks in analog circuits, which is a fundamental innovation in AI architecture.",True,neural_network_general,fundamental,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""neural_network_general"",
  ""application_domain"": ""industrial_manufacturing"",
  ""data_modality"": ""sensor_tabular"",
  ""innovation_orientation"": ""fundamental"",
  ""core_ai_task"": ""optimization_planning"",
  ""contribution_type"": ""architectural"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent describes a new method for implementing neural networks in analog circuits, which is a fundamental innovation in AI architecture.""
}"
027-101-954-235-349,2017.0,BET SENSING APPARATUSES AND METHODS,A bet sensor for sensing values of gaming tokens may include a bet placement surface configured and oriented to support a stack of gaming tokens thereon and an image sensor located and oriented to capture an image of a lateral side surface of at least one gaming token located on the bet placement su...,success,False,The invention primarily involves image processing for sensing gaming tokens without a core AI/ML learning component.,,gaming_entertainment,image_video,,,,,False,high,The patent focuses on a specific application in gaming token sensing rather than a novel AI technique or method.,True,computer_vision_cnn,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention primarily involves image processing for sensing gaming tokens without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""gaming_entertainment"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent focuses on a specific application in gaming token sensing rather than a novel AI technique or method.""
}"
019-945-404-076-46X,2017.0,MULTIMEDIA PRESENTATION METHOD AND APPARATUS,"The present disclosure is related to a photo album based music selection method, apparatus and device, and a storage medium. When a certain photo album is viewed on a device, the corresponding music can be automatically selected and played based on a character relationship determined according to th...",success,False,The invention primarily focuses on multimedia presentation and user experience enhancement without a core AI/ML learning component.,,consumer_electronics,,,,,,False,high,"The patent does not introduce a new AI technique or method, but rather applies existing technology to improve user interaction with multimedia content.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention primarily focuses on multimedia presentation and user experience enhancement without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""consumer_electronics"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent does not introduce a new AI technique or method, but rather applies existing technology to improve user interaction with multimedia content.""
}"
197-505-759-253-459,2017.0,TECHNIQUES FOR DIGITAL ENTITY CORRELATION,"Techniques for using digital entity correlation to generate a composite knowledge graph from constituent graphs. In an aspect, digital attribute values associated with primary entities may be encoded into primitives, e.g., using a multi-resolution encoding scheme. A pairs graph may be constructed, b...",success,False,The patent focuses on digital entity correlation and knowledge graph generation without a core AI/ML learning component.,,,,,,,,False,high,The innovation does not involve AI techniques but rather focuses on graph construction and correlation methods.,True,knowledge_graph,fundamental,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on digital entity correlation and knowledge graph generation without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques but rather focuses on graph construction and correlation methods.""
}"
129-502-413-252-58X,2017.0,Delta die and delta database inspection,Disclosed are methods and apparatus for inspecting a photolithographic reticle. An inspection tool is used to obtain a plurality of patch area images of each patch area of each die of a set of identical dies on a reticle. An integrated intensity value for each patch area image is determined. A gain ...,success,False,The patent describes methods for inspecting photolithographic reticles without involving AI/ML techniques.,,,,,,,,False,high,The invention focuses on inspection methods rather than AI-driven techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes methods for inspecting photolithographic reticles without involving AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on inspection methods rather than AI-driven techniques.""
}"
116-207-431-376-259,2017.0,System and method for gathering and analyzing biometric user feedback for use in social media and advertising applications,"A system and method for measuring biologically and behaviorally based responses to social media, locations, or experiences and providing instant and continuous feedback in response thereto. The system and method of the invention is capable of monitoring stress levels and well-being and may be implem...",success,False,The patent focuses on gathering and analyzing biometric data without a core AI/ML learning component.,,social_media,sensor_tabular,,,,,False,low,The invention does not primarily involve AI techniques but rather focuses on biometric data analysis.,False,not_applicable,,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on gathering and analyzing biometric data without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""social_media"",
  ""data_modality"": ""sensor_tabular"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""low"",
  ""reasoning"": ""The invention does not primarily involve AI techniques but rather focuses on biometric data analysis.""
}"
016-306-039-952-23X,2018.0,"VIDEO TRACKING METHOD AND DEVICE, AND OBJECT RECOGNITION METHOD AND DEVICE","A video tracking method comprises: determining a first tracking target in a video, and performing a video tracking process on the first tracking target based on the video; performing area overlap degree calculation on the first tracking target in a current image and the first tracking target in a pa...",success,False,The patent describes a video tracking method that does not involve a learning component or AI/ML methods.,,,,,,,,False,high,The invention focuses on video tracking and object recognition methods without incorporating AI techniques.,False,not_applicable,,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a video tracking method that does not involve a learning component or AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on video tracking and object recognition methods without incorporating AI techniques.""
}"
089-221-457-149-701,2018.0,Classes of Tables for Use in Image Compression,"Techniques for classes of tables for use in image compression are described. Classes of tables for use in image compression may provide increased compression without a reduction in quality compared to conventional image compression techniques. In at least some implementations, a plurality of table c...",success,False,The patent focuses on image compression techniques that do not involve AI/ML methods.,,computer_vision_imaging,image_video,,,,,False,high,"The innovation does not involve AI techniques, focusing instead on traditional image compression methods.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on image compression techniques that do not involve AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": ""computer_vision_imaging"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques, focusing instead on traditional image compression methods.""
}"
